Timestamp,Estado_Facial,Sentimiento_Texto,Congruencia,Texto
21:12:40,NEUTRAL,NEUTRAL,COHERENTE,
21:12:40,NEUTRAL,NEUTRAL,COHERENTE,
21:12:40,NEUTRAL,NEUTRAL,COHERENTE,
21:12:40,NEUTRAL,NEUTRAL,COHERENTE,
21:12:40,NEUTRAL,NEUTRAL,COHERENTE,
21:12:40,NEUTRAL,NEUTRAL,COHERENTE,
21:12:41,NEUTRAL,NEUTRAL,COHERENTE,
21:12:41,NEUTRAL,NEUTRAL,COHERENTE,
21:12:41,NEUTRAL,NEUTRAL,COHERENTE,
21:12:41,NEUTRAL,NEUTRAL,COHERENTE,
21:12:41,NEUTRAL,NEUTRAL,COHERENTE,
21:12:41,NEUTRAL,NEUTRAL,COHERENTE,
21:12:41,NEUTRAL,NEUTRAL,COHERENTE,
21:12:41,NEUTRAL,NEUTRAL,COHERENTE,
21:12:41,NEUTRAL,NEUTRAL,COHERENTE,ya
21:12:41,HABLANDO,NEUTRAL,COHERENTE,ya
21:12:41,HABLANDO,NEUTRAL,COHERENTE,ya
21:12:41,NEUTRAL,NEUTRAL,COHERENTE,ya
21:12:41,SONRIENDO,NEUTRAL,COHERENTE,ya
21:12:41,SONRIENDO,NEUTRAL,COHERENTE,ya
21:12:42,SONRIENDO,NEUTRAL,COHERENTE,ya
21:12:42,SONRIENDO,NEUTRAL,COHERENTE,ya
21:12:42,SONRIENDO,NEUTRAL,COHERENTE,ya
21:12:42,SONRIENDO,NEUTRAL,COHERENTE,ya
21:12:42,SONRIENDO,NEUTRAL,COHERENTE,ya
21:12:42,HABLANDO,NEUTRAL,COHERENTE,ya
21:12:42,HABLANDO,NEUTRAL,COHERENTE,ya
21:12:42,HABLANDO,NEUTRAL,COHERENTE,ya
21:12:42,NEUTRAL,NEUTRAL,COHERENTE,ya
21:12:42,NEUTRAL,NEUTRAL,COHERENTE,felicidades
21:12:42,NEUTRAL,NEUTRAL,COHERENTE,felicidades
21:12:42,SONRIENDO,NEUTRAL,COHERENTE,felicidades
21:12:42,SONRIENDO,NEUTRAL,COHERENTE,felicidades
21:12:42,SONRIENDO,NEUTRAL,COHERENTE,felicidades
21:12:43,SONRIENDO,NEUTRAL,COHERENTE,felicidades
21:12:43,SONRIENDO,NEUTRAL,COHERENTE,felicidades
21:12:43,SONRIENDO,NEUTRAL,COHERENTE,felicidad
21:12:43,SONRIENDO,NEUTRAL,COHERENTE,felicidad
21:12:43,SONRIENDO,NEUTRAL,COHERENTE,felicidad la
21:12:43,SONRIENDO,NEUTRAL,COHERENTE,felicidad la
21:12:43,SONRIENDO,NEUTRAL,COHERENTE,felicidad la
21:12:43,SONRIENDO,NEUTRAL,COHERENTE,felicidad la
21:12:43,SONRIENDO,NEUTRAL,COHERENTE,felicidad la
21:12:43,SONRIENDO,NEUTRAL,COHERENTE,felicidad la
21:12:43,SONRIENDO,NEUTRAL,COHERENTE,felicidad la
21:12:43,SONRIENDO,NEUTRAL,COHERENTE,felicidad la
21:12:43,SONRIENDO,NEUTRAL,COHERENTE,felicidad la
21:12:44,SONRIENDO,NEUTRAL,COHERENTE,felicidad la
21:12:44,SONRIENDO,NEUTRAL,COHERENTE,felicidad la
21:12:44,SONRIENDO,NEUTRAL,COHERENTE,felicidad la
21:12:44,SONRIENDO,NEUTRAL,COHERENTE,felicidad la
21:12:44,SONRIENDO,NEUTRAL,COHERENTE,felicidad la
21:12:44,SONRIENDO,NEUTRAL,COHERENTE,felicidad la
21:12:44,SONRIENDO,NEUTRAL,COHERENTE,felicidad la
21:12:44,SONRIENDO,NEUTRAL,COHERENTE,felicidad la
21:12:44,SONRIENDO,NEUTRAL,COHERENTE,felicidad la
21:12:44,SONRIENDO,NEUTRAL,COHERENTE,felicidad la alegrías
21:12:44,SONRIENDO,NEUTRAL,COHERENTE,felicidad la alegrías
21:12:44,SONRIENDO,NEUTRAL,COHERENTE,felicidad la alegrías
21:12:44,SONRIENDO,NEUTRAL,COHERENTE,felicidad la alegrías de
21:12:44,SONRIENDO,NEUTRAL,COHERENTE,felicidad la alegrías de
21:12:45,SONRIENDO,NEUTRAL,COHERENTE,felicidad la alegrías de
21:12:45,SONRIENDO,NEUTRAL,COHERENTE,felicidad la alegrías de
21:12:45,SONRIENDO,NEUTRAL,COHERENTE,felicidad la alegrías de
21:12:45,SONRIENDO,NEUTRAL,COHERENTE,felicidad la alegrías de
21:12:45,SONRIENDO,NEUTRAL,COHERENTE,felicidad la alegrías de
21:12:45,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de
21:12:45,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de
21:12:45,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de
21:12:45,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de
21:12:45,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de
21:12:45,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de
21:12:45,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de
21:12:46,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de
21:12:46,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque hemos
21:12:46,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque hemos
21:12:46,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque
21:12:46,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque
21:12:46,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque
21:12:46,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música
21:12:46,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música
21:12:46,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música
21:12:46,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música
21:12:46,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento
21:12:46,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento
21:12:46,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de
21:12:47,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de
21:12:47,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de
21:12:47,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de
21:12:47,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de
21:12:47,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de
21:12:47,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de
21:12:47,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de
21:12:47,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discurso de benedicto
21:12:47,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discurso de benedicto
21:12:47,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discurso de benedicto
21:12:47,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discurso de benedicto
21:12:47,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discurso de benedicto
21:12:47,SONRIENDO,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discurso de benedicto
21:12:47,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discurso de del
21:12:47,SONRIENDO,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discurso de del
21:12:47,SONRIENDO,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discurso de del
21:12:48,SONRIENDO,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discurso de del
21:12:48,SONRIENDO,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor
21:12:48,SONRIENDO,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor
21:12:48,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor
21:12:48,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor
21:12:48,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor
21:12:48,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor
21:12:48,SONRIENDO,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor
21:12:48,SONRIENDO,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor
21:12:48,SONRIENDO,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor
21:12:48,SONRIENDO,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor
21:12:48,HABLANDO,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor
21:12:48,HABLANDO,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor
21:12:48,SONRIENDO,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor
21:12:48,SONRIENDO,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor
21:12:49,SONRIENDO,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor
21:12:49,SONRIENDO,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor
21:12:49,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor
21:12:49,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor
21:12:49,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad
21:12:49,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad
21:12:49,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad
21:12:49,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad
21:12:49,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy
21:12:49,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy
21:12:49,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy
21:12:49,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy
21:12:49,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy
21:12:49,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy
21:12:49,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy
21:12:50,NEUTRAL,NEUTRAL,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz
21:12:50,NEUTRAL,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz
21:12:50,NEUTRAL,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz
21:12:50,NEUTRAL,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz
21:12:50,SONRIENDO,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz porque
21:12:50,SONRIENDO,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz porque
21:12:50,NEUTRAL,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz porque
21:12:50,NEUTRAL,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz porque
21:12:50,NEUTRAL,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz porque el
21:12:50,NEUTRAL,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz porque el
21:12:50,NEUTRAL,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz porque el
21:12:50,NEUTRAL,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz porque el
21:12:50,NEUTRAL,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz porque el día de
21:12:50,NEUTRAL,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz porque el día de
21:12:50,NEUTRAL,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz porque el día de
21:12:50,NEUTRAL,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz porque el día de
21:12:51,SONRIENDO,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz porque el día de hoy
21:12:51,SONRIENDO,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz porque el día de hoy
21:12:51,SONRIENDO,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz porque el día de hoy
21:12:51,SONRIENDO,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz porque el día de hoy
21:12:51,SONRIENDO,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz porque el día de hoy
21:12:51,SONRIENDO,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz porque el día de hoy
21:12:51,SONRIENDO,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz porque el día de hoy
21:12:51,SONRIENDO,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz porque el día de hoy
21:12:51,SONRIENDO,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz porque el día de hoy
21:12:51,SONRIENDO,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz porque el día de hoy
21:12:51,NEUTRAL,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz porque el día de hoy
21:12:51,NEUTRAL,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz porque el día de hoy
21:12:51,NEUTRAL,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz porque el día de hoy
21:12:51,NEUTRAL,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz porque el día de hoy
21:12:51,SONRIENDO,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz porque el día de hoy
21:12:51,SONRIENDO,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz porque el día de hoy
21:12:52,NEUTRAL,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz porque el día de hoy sentí
21:12:52,NEUTRAL,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz porque el día de hoy sentí
21:12:52,NEUTRAL,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz porque el día de hoy sentí
21:12:52,NEUTRAL,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz porque el día de hoy sentí
21:12:52,NEUTRAL,POSITIVO,COHERENTE,felicidad la alegrías de porque música me el sentimiento de discursos deben ser mejor felicidad estoy muy feliz porque el día de hoy sentí una
